"Thema"
11
13
4
15
10
10
9
10
11
4
4
9
10
10
2
13
10
2
12
4
8
4
2
10
11
12
4
13
11
4
13
2
10
13
13
4
12
2
2
10
13
10
10
2
10
11
4
10
10
10
4
4
15
4
2
11
2
11
4
10
13
10
17
11
10
9
11
10
10
13
13
4
12
10
10
13
12
13
12
12
9
10
2
10
4
10
2
4
10
10
10
4
11
12
12
9
10
4
4
13
9
13
4
4
4
4
10
2
12
10
4
4
13
4
10
13
10
10
2
10
13
12
2
2
13
10
11
10
10
4
12
15
13
4
10
13
6
10
10
2
13
12
2
2
13
10
11
10
10
4
12
12
9
10
6
4
13
9
10
6
2
4
6
4
2
4
4
2
12
10
10
2
4
10
10
10
4
2
12
9
17
11
10
9
11
10
10
13
13
10
10
10
10
10
13
13
12
2
12
9
13
2
10
10
10
13
4
10
2
11
17
11
15
10
11
13
4
2
10
4
10
4
9
12
4
2
2
13
10
10
10
2
9
10
11
6
9
10
2
13
10
2
12
6
13
4
2
11
12
10
4
13
15
2
2
10
10
4
11
13
10
11
2
6
15
10
10
9
10
11
13
17
12
10
13
4
11
9
15
13
10
10
9
10
13
10
11
9
4
9
4
12
13
2
12
10
4
10
4
2
10
12
8
3
12
10
13
15
10
4
13
9
13
15
10
4
12
4
6
12
2
4
10
4
4
2
10
10
2
10
10
4
9
13
2
12
11
10
10
2
13
10
13
8
12
4
11
10
13
2
4
2
10
11
17
8
10
4
4
4
15
9
10
11
2
4
12
13
6
10
9
13
2
10
4
10
12
13
10
11
10
4
6
10
13
13
2
11
11
6
2
10
13
10
13
3
10
9
2
13
15
4
12
9
4
15
4
10
2
10
10
4
10
6
2
11
10
10
2
10
2
13
12
10
10
15
10
4
12
10
13
15
11
9
13
10
10
10
4
13
4
11
10
9
9
10
13
4
20
2
10
10
6
10
2
10
13
13
10
9
13
13
12
11
10
10
2
13
10
6
10
12
9
10
13
10
6
9
12
9
10
15
12
2
15
10
15
4
11
4
2
12
6
13
10
9
4
2
10
13
10
12
15
13
10
11
13
10
2
10
4
11
13
4
2
2
10
4
11
8
10
6
10
10
15
9
10
2
11
11
4
4
15
10
10
4
13
2
10
6
2
2
10
11
6
10
13
13
2
11
11
4
10
8
2
2
17
10
10
9
2
4
13
4
12
11
2
10
9
15
10
2
10
10
13
11
13
10
2
6
2
13
10
11
4
2
4
10
11
10
13
12
10
15
10
13
9
10
4
8
2
12
4
9
6
4
9
2
9
10
10
13
10
10
13
2
12
11
11
2
8
13
10
13
17
11
2
11
2
4
10
10
10
4
10
10
6
4
4
9
10
4
13
12
8
13
12
4
9
12
9
11
10
4
10
9
10
8
13
9
11
4
13
10
12
8
4
10
10
13
4
4
12
10
2
10
11
17
6
10
4
12
2
15
9
12
8
4
6
4
9
13
12
8
10
2
4
13
10
11
12
4
13
9
13
10
10
2
12
10
8
2
10
4
2
8
10
13
11
2
11
10
9
6
15
2
10
10
13
11
13
12
2
13
9
10
10
4
2
12
8
2
6
10
11
10
13
12
14
15
11
2
8
10
6
6
9
6
15
13
8
9
10
3
6
10
10
10
2
6
11
13
2
8
10
10
6
6
9
9
11
2
11
2
15
10
11
10
8
10
9
8
10
13
9
11
15
13
10
12
10
8
12
2
12
13
4
9
12
9
2
12
10
2
10
8
13
15
12
10
12
8
9
12
4
15
13
9
13
11
4
6
6
2
12
15
13
13
9
4
10
13
15
9
2
12
10
8
8
10
2
2
13
10
11
12
13
13
13
9
8
12
9
15
8
11
12
15
6
11
17
6
10
15
13
10
12
10
2
9
4
8
13
11
4
13
4
12
8
12
8
2
10
8
4
13
12
10
9
10
10
11
11
9
13
10
8
12
9
9
13
10
8
13
12
2
12
10
2
10
2
12
6
10
15
11
12
6
13
18
10
6
11
8
8
2
2
10
13
13
10
3
10
9
11
12
10
6
9
6
2
10
9
6
6
13
8
2
13
10
2
11
7
11
15
11
13
10
13
13
8
2
6
10
2
10
13
11
13
10
11
2
6
10
15
4
11
12
2
8
6
8
9
13
2
10
10
10
11
4
12
10
13
2
10
6
13
13
13
9
2
10
6
10
13
15
10
13
2
13
12
13
12
13
10
10
11
8
15
9
12
8
9
13
13
15
15
3
6
13
15
12
2
12
7
10
6
10
8
6
6
2
10
15
10
10
13
10
13
11
9
11
10
10
8
10
12
13
6
20
2
13
12
4
10
8
13
9
6
20
2
10
13
4
6
9
10
6
17
11
11
2
17
2
13
11
8
10
18
6
6
9
6
10
6
11
10
9
10
13
4
2
10
8
10
2
10
13
9
10
8
15
13
2
12
8
10
2
13
10
12
4
11
10
10
13
6
2
8
13
8
10
11
13
11
15
17
2
15
11
2
10
8
11
13
10
13
9
10
2
10
12
13
13
10
8
2
10
6
10
11
4
12
13
13
2
6
10
13
11
13
10
8
13
2
11
15
2
17
15
11
10
13
11
4
8
2
10
9
4
6
2
11
11
17
6
10
11
13
13
2
13
10
6
13
6
12
15
6
8
10
2
2
13
10
9
10
11
6
18
10
10
6
10
6
10
10
15
8
12
13
10
10
11
9
11
10
13
13
4
13
12
8
4
13
12
2
20
12
6
17
16
17
8
10
12
9
2
10
13
2
6
10
11
13
13
6
17
16
12
9
15
8
15
13
9
6
11
15
4
13
12
15
2
10
13
10
11
15
12
10
13
13
9
13
10
13
12
7
13
15
17
10
11
2
15
2
10
4
11
10
13
11
8
13
8
2
6
2
10
13
11
10
8
13
2
11
11
17
6
10
16
10
2
13
10
9
15
15
6
13
15
9
15
6
10
13
2
2
13
10
9
10
11
6
11
13
13
2
13
10
6
6
8
8
10
15
17
6
2
10
10
2
10
13
10
6
12
13
2
20
6
6
9
13
13
6
11
9
11
13
10
13
4
13
12
8
12
2
13
6
10
11
10
13
6
9
13
13
13
8
13
10
6
10
2
6
2
4
15
6
2
15
13
17
12
9
15
7
13
13
9
10
6
13
6
13
10
13
11
9
11
17
8
8
14
17
6
20
4
20
6
13
12
13
14
2
10
10
14
13
20
17
15
14
13
8
4
13
9
13
13
15
9
8
8
12
14
15
20
6
6
6
3
6
2
10
10
6
8
8
13
13
13
9
12
13
10
11
10
6
2
4
12
8
13
13
11
13
10
10
2
2
6
13
13
11
13
10
11
10
2
15
6
8
11
10
16
13
6
8
2
14
13
7
10
4
11
13
4
6
12
17
10
10
13
2
6
3
10
2
13
13
11
6
11
10
11
2
13
10
10
13
2
2
6
9
13
4
9
6
8
11
10
14
2
13
13
10
6
11
17
6
2
6
9
6
11
14
14
2
13
14
14
4
11
2
6
2
18
10
2
14
14
11
6
11
9
9
2
13
14
13
10
2
2
12
15
13
15
8
13
6
12
7
8
14
14
6
14
11
13
6
12
14
11
14
10
13
2
13
14
13
11
10
14
14
2
6
14
13
8
11
13
14
11
2
10
15
6
2
11
14
14
2
10
6
14
13
13
13
13
15
6
2
10
13
11
14
6
2
13
12
8
13
14
13
14
15
9
8
14
12
15
13
20
2
15
3
15
15
2
14
14
14
3
12
17
15
6
14
14
14
14
6
15
13
13
13
14
11
11
6
11
14
16
14
14
20
6
12
2
20
6
12
13
13
10
16
13
2
14
6
2
13
13
13
11
2
11
6
11
6
15
14
2
14
17
11
13
14
3
11
14
6
3
13
7
12
8
2
16
14
11
14
6
14
12
3
11
2
14
14
18
6
15
12
15
14
2
14
14
2
14
13
14
14
2
6
11
14
2
14
14
14
6
6
9
9
6
2
11
2
15
14
11
14
14
14
14
14
14
6
13
14
11
13
15
14
6
14
14
8
12
4
12
13
14
6
20
20
2
14
14
2
14
6
14
6
14
14
6
3
9
12
14
8
9
14
15
13
9
13
3
3
15
3
6
2
12
14
15
16
15
13
14
14
15
2
14
12
14
14
14
7
2
14
6
11
6
16
2
14
3
14
14
2
14
14
14
14
12
14
20
2
14
14
14
14
14
15
14
14
15
20
2
6
10
15
15
3
16
13
14
14
16
14
12
9
17
6
14
14
6
14
14
14
2
14
12
2
20
14
20
14
14
20
2
9
14
14
14
20
14
14
6
11
14
14
14
14
14
14
14
14
15
14
2
14
2
2
2
14
14
15
6
6
10
14
14
14
14
14
14
2
14
14
14
13
17
14
14
2
14
14
6
12
14
18
14
14
14
2
11
14
14
12
13
14
3
14
14
2
14
12
3
14
6
14
14
11
14
2
6
13
7
17
14
14
2
15
6
11
14
2
5
11
13
14
14
14
2
15
14
2
17
16
5
2
14
16
18
14
14
20
15
14
15
16
2
6
14
14
2
14
13
14
14
11
2
14
14
14
14
6
15
14
5
2
14
7
2
14
7
16
16
2
14
2
6
8
14
8
14
5
2
14
6
15
2
14
15
14
15
7
13
11
14
6
3
14
5
14
14
14
6
20
7
14
7
14
14
11
14
14
6
12
14
9
14
14
12
14
18
14
14
14
14
14
3
6
15
3
15
15
20
7
15
14
14
14
14
16
14
14
14
2
14
7
20
12
14
14
14
2
7
6
14
17
6
14
10
5
14
14
14
14
14
14
14
14
5
15
18
14
20
14
14
14
2
20
14
20
20
20
14
3
7
14
15
14
15
14
14
15
14
14
14
8
20
6
14
14
16
2
6
1
7
14
2
7
13
14
20
11
5
7
8
5
7
14
5
7
5
2
3
2
5
14
15
7
14
14
14
6
6
14
5
5
7
7
14
6
15
2
14
15
6
14
7
13
11
16
5
16
14
2
7
6
7
2
14
7
14
14
5
14
6
15
20
14
14
20
7
14
5
7
6
7
6
20
7
7
3
3
7
3
17
5
15
5
7
20
5
15
14
9
14
16
3
7
18
15
14
14
13
5
12
1
14
14
7
7
6
14
7
6
7
14
15
14
16
15
14
14
2
14
7
20
14
14
14
7
20
8
20
20
5
6
14
10
5
14
14
14
14
1
7
14
5
15
5
14
20
14
6
20
14
20
7
16
7
14
6
14
15
5
20
14
20
14
14
16
14
14
20
7
5
15
18
7
20
14
16
1
14
14
5
5
14
18
1
14
20
14
6
8
20
14
14
15
14
7
7
7
16
14
7
20
5
15
14
15
7
15
15
7
5
14
14
14
7
12
16
15
8
14
6
5
7
7
14
14
7
6
8
12
3
7
7
14
14
14
7
20
7
14
14
7
15
7
16
7
14
6
11
13
7
8
14
5
7
15
2
14
15
6
14
4
7
8
16
5
16
7
7
7
14
14
5
20
14
3
14
7
7
14
7
8
6
7
14
5
14
7
6
7
7
8
14
7
7
14
7
1
6
14
14
6
1
20
15
7
16
14
18
8
5
7
7
7
7
15
14
2
5
7
7
5
7
15
14
5
5
14
6
15
14
14
7
5
8
16
20
8
8
6
14
20
14
16
7
7
7
14
15
7
20
16
20
7
8
1
20
13
20
17
7
1
14
5
14
6
16
1
16
14
14
17
20
7
18
15
5
14
14
7
7
5
12
1
20
7
6
14
14
16
16
7
15
7
14
7
1
20
7
7
3
7
5
6
15
7
6
5
1
6
5
20
7
18
7
15
6
1
14
9
16
3
6
14
7
14
16
7
6
15
14
20
5
8
7
6
7
7
6
14
5
16
7
15
8
7
18
14
2
15
6
5
7
14
7
9
7
13
6
7
14
7
6
5
8
16
7
18
7
1
7
15
5
7
7
2
5
14
7
7
1
1
14
6
3
6
5
5
14
16
5
15
20
1
15
20
6
1
6
7
1
6
1
8
7
7
7
5
5
6
18
7
1
18
8
1
7
7
1
7
20
6
20
7
7
1
7
16
1
18
7
5
7
5
16
7
7
14
7
7
2
5
7
15
6
15
6
5
5
7
7
5
16
6
7
9
7
13
5
7
1
18
6
2
1
15
7
8
1
7
16
5
16
1
7
6
7
5
14
7
20
15
6
7
16
1
7
7
7
20
16
7
20
7
5
14
7
7
5
7
5
6
1
7
15
6
7
7
15
7
14
7
17
7
17
16
3
18
6
5
14
20
7
12
5
1
1
7
7
7
7
16
14
7
20
7
14
16
15
7
16
7
15
20
7
6
1
6
20
7
20
6
15
7
5
1
7
6
7
5
16
1
14
16
7
7
1
5
18
15
20
14
20
7
7
16
7
14
7
7
7
7
16
6
1
18
7
5
7
5
1
7
1
18
8
1
3
7
4
1
20
6
20
7
15
1
2
16
16
1
6
6
6
5
5
1
7
5
7
8
7
7
7
7
2
5
5
7
15
18
8
1
7
5
16
16
2
1
6
7
6
18
9
7
13
3
5
1
18
6
2
7
15
6
18
7
20
16
7
6
7
5
14
1
7
5
8
18
20
14
6
7
16
1
1
14
6
8
13
12
7
16
7
18
7
5
7
5
20
7
5
6
1
3
15
7
7
7
3
15
7
7
1
7
20
7
1
16
15
7
16
8
14
6
20
7
12
5
1
1
6
7
7
15
7
5
1
7
15
20
7
16
1
14
16
7
1
5
14
17
20
7
20
1
1
16
20
7
20
6
1
7
6
7
7
16
6
15
20
1
20
3
7
16
1
7
7
7
1
1
12
5
7
20
1
6
16
1
15
7
16
20
1
7
7
1
7
7
6
7
7
16
7
7
3
1
15
5
7
5
1
15
5
18
7
12
16
16
17
7
16
1
7
16
7
7
20
7
20
15
6
7
16
7
1
1
7
20
16
20
2
1
16
1
7
6
5
20
6
5
1
7
14
1
16
16
5
7
20
7
1
5
18
15
5
15
7
5
2
7
7
7
1
8
1
5
7
1
5
5
16
3
7
1
2
6
1
7
20
6
20
7
1
18
1
1
2
18
1
5
1
7
5
7
1
18
16
1
7
3
20
15
18
1
5
7
7
5
14
6
7
7
16
7
20
6
7
6
15
1
7
18
1
5
3
7
7
9
18
6
7
7
1
2
16
16
5
1
7
7
7
3
15
2
1
18
1
5
3
13
7
9
18
6
6
5
2
1
16
5
16
1
13
8
6
16
1
7
20
1
3
8
8
5
1
7
5
14
6
7
18
16
7
20
6
18
5
16
6
1
20
6
6
20
7
8
1
1
1
7
18
1
5
8
16
7
5
8
1
18
5
3
7
5
2
16
5
7
1
16
1
7
1
5
5
5
6
3
6
1
20
16
20
7
1
1
16
1
15
5
20
14
5
1
7
18
1
16
1
15
5
1
7
15
20
1
5
6
18
1
16
8
8
20
20
1
15
12
7
7
6
1
7
6
12
7
7
3
6
3
15
6
1
5
20
7
5
1
15
5
3
18
12
16
16
17
13
16
1
7
7
7
1
1
12
5
7
20
1
6
16
1
6
7
16
20
1
7
1
3
13
16
17
7
15
5
7
7
7
15
5
1
5
5
7
3
6
1
16
5
7
1
2
1
1
1
18
3
1
18
6
20
1
3
15
20
16
16
5
18
1
16
5
1
7
5
7
1
5
3
15
20
8
7
1
16
20
7
18
7
16
14
5
18
18
6
7
1
3
9
17
7
18
1
5
7
1
7
15
6
6
13
8
3
16
5
16
7
6
2
1
1
1
7
20
1
5
12
7
7
1
18
3
1
7
1
20
7
1
7
15
16
1
16
7
20
5
1
15
5
7
15
7
15
12
7
7
1
18
18
16
16
12
13
9
15
5
1
18
7
1
20
15
3
8
20
16
1
1
7
1
7
16
7
6
20
5
8
1
1
16
1
6
20
2
20
5
18
15
7
20
7
1
16
1
16
7
3
5
18
18
1
1
16
1
7
20
1
6
18
1
5
1
7
5
1
7
6
16
16
7
20
6
18
6
1
1
15
18
1
7
5
18
7
7
18
1
7
5
1
2
16
16
5
1
7
3
7
7
6
2
5
7
7
7
17
1
16
7
5
5
5
18
7
6
1
16
2
16
3
1
20
15
18
20
18
1
2
18
1
1
1
18
5
18
7
5
18
1
18
1
16
7
8
20
1
7
1
7
16
7
3
6
7
1
20
16
20
2
1
16
1
17
18
5
20
5
18
18
1
16
1
1
16
7
7
20
3
1
5
6
18
7
3
1
18
1
20
5
7
20
1
6
16
1
6
7
16
20
7
1
1
3
1
16
12
3
7
7
6
3
6
6
1
5
7
20
5
1
5
3
7
18
12
16
16
9
13
18
16
1
18
6
3
1
7
3
20
5
1
1
1
16
16
1
1
18
18
5
5
20
1
8
1
1
16
20
2
20
1
8
1
2
1
5
7
16
12
6
1
20
20
8
8
16
1
1
18
16
9
1
8
16
16
18
3
1
15
5
5
16
7
20
5
1
6
3
3
15
16
3
5
1
15
12
1
16
18
1
20
1
5
16
1
5
16
1
17
1
12
7
12
5
1
18
1
18
3
18
8
1
18
5
16
16
2
1
15
5
1
8
3
18
18
5
8
1
18
6
15
1
1
6
8
18
20
16
16
20
18
8
5
18
1
7
5
1
8
1
20
3
18
16
1
1
18
8
5
1
5
1
16
18
1
3
1
8
1
1
8
20
18
15
20
15
1
5
16
16
1
16
3
6
5
5
5
1
1
16
1
6
1
5
18
5
5
2
5
15
7
5
20
1
20
1
16
1
20
2
1
20
6
18
6
5
1
1
20
17
5
3
1
1
16
16
1
1
18
18
5
15
1
20
20
18
20
16
1
1
2
1
5
18
16
20
16
5
20
7
5
1
15
15
3
6
16
5
3
12
15
1
18
18
7
17
1
8
16
16
18
18
1
5
15
1
1
20
7
12
5
1
18
1
8
18
1
18
3
1
20
1
7
16
15
7
16
1
1
8
7
13
9
8
5
1
18
3
15
1
18
18
8
1
18
16
5
16
1
2
15
5
5
1
18
1
20
3
18
16
1
6
8
7
20
16
20
16
18
18
5
16
1
7
18
1
3
1
8
1
1
18
20
18
15
15
1
2
16
16
1
18
8
5
1
5
16
3
7
1
5
7
5
5
2
5
15
7
1
18
15
6
5
5
5
1
7
16
1
1
6
15
16
16
2
8
1
1
1
8
3
1
18
18
20
5
1
18
5
1
18
1
18
2
5
18
7
5
7
15
5
1
7
8
16
1
1
1
5
5
6
6
18
1
5
7
1
7
15
15
18
6
9
7
7
18
16
5
16
18
6
2
1
18
1
8
7
18
1
16
5
15
18
20
8
18
5
18
18
16
20
7
1
20
7
18
3
16
6
16
15
3
18
15
12
16
7
5
20
18
5
16
1
3
5
16
16
12
13
3
7
15
18
1
18
7
1
16
18
1
5
12
7
18
1
18
1
1
18
20
5
6
16
1
16
17
1
8
1
20
5
1
16
1
16
1
8
20
1
2
15
20
5
20
1
16
1
8
1
1
18
5
18
18
1
1
7
18
15
3
20
7
1
16
1
1
20
15
8
8
20
16
18
1
15
20
1
5
7
1
5
7
15
7
5
5
2
5
16
3
3
5
5
1
7
1
5
1
16
20
18
1
18
18
1
3
2
1
16
2
16
16
7
15
15
1
16
1
18
1
5
1
16
5
18
20
9
3
5
1
16
1
18
16
6
18
18
20
3
3
18
16
20
18
5
16
18
9
7
18
18
18
6
7
1
15
5
18
3
18
18
1
18
2
1
7
7
5
16
16
20
18
1
15
1
18
18
18
12
5
1
16
1
7
20
7
1
1
16
16
1
16
15
5
5
6
8
5
16
18
20
3
18
16
15
12
17
7
19
16
3
18
16
1
18
18
1
3
5
3
7
13
8
16
16
6
8
8
6
1
18
1
16
5
1
15
1
1
7
16
1
20
5
20
20
2
20
16
1
1
16
1
7
3
20
3
18
5
18
1
1
15
5
18
5
1
16
1
1
17
1
18
18
7
13
5
8
1
18
15
1
18
7
8
8
1
18
5
16
16
2
1
7
18
5
18
7
20
15
7
16
1
6
18
18
20
16
7
16
20
16
5
18
3
7
1
18
18
1
2
1
18
18
18
20
15
1
2
16
16
1
18
16
3
1
3
8
16
7
1
7
5
5
2
5
5
7
15
1
18
15
3
5
5
5
2
1
8
16
5
20
1
20
1
1
16
20
2
20
1
16
18
4
18
1
7
3
20
5
1
1
18
1
16
18
1
18
7
18
6
18
20
6
18
8
16
1
2
1
18
7
16
1
5
16
7
7
7
6
18
15
18
18
16
7
7
18
12
7
18
16
9
7
13
12
16
18
18
8
1
18
1
1
6
7
12
5
1
1
18
3
18
18
18
16
6
1
20
7
1
16
15
7
16
1
3
8
1
18
16
5
16
1
2
15
2
1
18
9
3
13
3
5
1
18
6
1
18
3
6
18
18
12
16
7
20
16
18
5
18
3
7
5
18
5
3
20
3
18
16
1
18
18
16
5
1
8
16
18
1
18
1
18
3
18
1
1
20
18
3
20
6
1
2
16
16
1
18
3
6
5
5
5
18
2
1
8
7
1
18
18
2
5
5
7
15
18
15
18
1
7
20
8
5
3
1
16
16
16
18
1
1
15
5
18
5
5
20
1
20
1
16
1
20
19
1
20
16
1
2
1
7
18
16
20
6
18
1
20
8
8
16
1
1
18
16
9
3
13
8
16
16
18
18
1
5
15
16
5
18
20
5
1
6
18
15
3
15
16
18
5
1
12
6
1
8
16
3
1
20
7
1
16
15
18
16
1
1
1
20
18
12
5
1
1
18
18
18
8
16
16
18
6
1
16
19
6
18
16
3
19
1
2
20
1
16
20
7
3
1
16
16
17
5
20
5
18
5
1
1
18
15
19
16
1
16
5
8
19
3
20
1
3
15
18
18
3
19
1
1
12
5
16
20
1
16
16
1
9
7
16
20
1
18
16
3
3
16
16
6
12
7
18
16
16
3
18
3
15
6
1
5
18
5
16
1
15
5
3
18
8
16
16
7
9
13
18
16
1
16
3
18
20
3
5
3
18
5
3
5
5
16
16
20
19
16
16
18
20
15
18
15
3
18
1
18
1
5
18
16
3
18
18
1
6
18
2
1
16
5
16
1
19
3
8
5
15
7
5
5
18
18
7
1
16
7
2
1
5
5
5
16
6
7
1
16
2
16
4
13
20
3
18
20
3
18
1
16
2
18
1
3
1
16
1
3
16
1
18
16
2
16
3
18
3
20
18
20
3
1
8
1
16
2
18
1
5
16
16
3
3
16
19
18
5
15
7
5
2
7
5
7
1
16
1
5
1
1
5
5
16
3
6
1
6
15
1
18
18
6
5
3
13
5
9
18
1
19
2
1
2
16
16
5
1
19
18
3
16
1
18
1
20
5
3
18
5
19
3
5
16
6
16
3
8
16
18
20
3
18
12
19
5
7
16
15
16
19
19
3
1
19
8
19
5
16
1
15
5
18
18
12
16
16
3
9
13
18
16
1
3
3
18
1
1
12
5
18
20
16
3
16
1
3
18
16
20
1
7
16
18
1
1
3
1
20
16
20
2
1
16
1
1
15
5
20
5
18
5
1
1
18
3
16
19
16
16
5
1
7
20
3
1
5
18
15
1
16
1
8
20
19
1
15
6
18
16
5
3
1
3
1
5
3
5
20
6
18
18
1
16
20
18
18
3
16
16
5
16
18
20
16
19
1
6
18
19
3
18
1
5
3
2
1
15
6
18
19
1
18
3
16
16
5
18
6
1
2
1
7
2
5
5
3
7
17
5
10
5
5
3
3
16
1
16
19
16
5
18
1
16
18
1
3
1
18
18
20
1
3
17
3
16
16
2
18
3
16
3
16
16
5
7
1
1
15
8
18
3
16
1
3
3
1
3
16
18
6
20
5
5
15
16
16
1
1
16
1
20
2
20
3
15
18
20
3
3
1
16
16
19
19
16
5
5
18
6
18
1
1
16
17
16
20
16
5
12
3
3
1
18
16
16
5
1
20
1
3
16
5
15
16
1
16
19
5
16
15
8
8
16
3
18
15
18
20
6
16
18
7
1
16
18
16
16
17
8
9
7
15
5
1
3
18
3
18
1
19
5
3
9
13
12
16
16
16
16
1
7
3
16
3
12
17
3
3
16
3
5
15
8
5
16
19
16
1
16
15
7
16
1
2
20
1
7
8
16
18
1
18
7
20
5
19
20
16
19
3
1
1
18
6
18
5
5
1
1
16
19
16
1
19
19
20
6
18
5
20
2
20
19
16
1
1
16
19
15
5
5
20
6
18
16
3
20
3
15
18
16
20
18
8
19
1
1
18
5
1
16
6
16
18
18
18
16
16
20
15
3
1
20
18
18
1
3
18
1
1
16
18
2
1
16
16
16
6
19
5
5
10
15
7
7
18
5
2
7
1
2
1
6
18
5
16
16
7
8
1
19
18
19
15
19
1
5
18
1
8
7
19
9
6
7
16
20
19
16
5
18
16
3
18
18
8
16
1
18
18
20
1
5
3
5
19
1
5
5
3
18
5
7
9
1
5
5
6
6
6
8
16
5
1
19
1
18
12
19
16
1
1
18
18
1
6
3
1
3
3
20
16
2
16
19
18
3
3
5
16
19
19
1
5
5
1
20
3
18
19
16
1
19
12
3
18
16
19
14
7
20
16
16
1
7
1
18
8
3
18
1
3
8
6
1
2
15
18
1
19
19
18
16
16
5
3
2
1
2
1
19
16
20
1
12
19
18
18
1
19
1
16
20
7
1
16
19
1
15
19
16
16
1
19
16
5
1
3
17
3
16
19
15
3
12
15
5
7
1
18
16
12
16
16
9
3
8
1
3
15
18
16
1
20
15
8
1
20
6
19
3
1
19
3
8
16
6
5
20
5
1
8
1
16
1
19
20
16
20
2
5
18
15
19
20
3
1
1
16
1
16
5
1
5
18
18
1
1
15
1
5
5
16
15
3
7
16
5
19
1
7
1
2
5
3
3
5
7
15
3
18
16
3
5
1
16
19
1
8
3
19
1
16
1
18
15
19
20
19
1
3
19
20
16
8
16
19
12
3
18
16
5
16
8
16
20
16
19
19
1
20
5
6
20
3
18
19
16
1
1
19
19
8
16
5
16
3
19
2
1
1
9
19
8
18
5
8
15
1
1
15
18
8
16
20
5
1
16
19
1
15
18
16
16
1
1
19
16
20
1
20
5
7
18
1
19
1
18
16
17
16
16
9
3
8
1
19
5
18
6
20
7
5
16
1
15
15
15
16
19
15
3
6
12
7
3
16
3
1
2
5
8
16
20
1
20
15
8
7
20
16
19
19
18
15
19
3
20
1
1
16
19
16
7
1
5
18
18
1
6
15
8
20
5
1
15
1
1
16
20
1
16
20
2
16
15
1
2
19
19
18
16
19
19
1
1
20
19
8
1
5
16
19
1
16
6
1
19
18
18
5
18
15
5
1
20
3
19
16
1
1
8
19
16
19
20
5
20
5
8
1
16
5
15
19
16
16
19
19
1
16
1
19
20
5
20
19
18
1
7
18
